master_linkage_id,generic_name,category,dosage_text_length,has_dose_numbers,has_dose_keywords,text_too_short,dosage_text_sample,llm_raw_response
04a5ec16-c29e-52e5-b5a6-3de4274f7ff2,FLUCONAZOLE,BAD_LLM_RESPONSE,8210,True,True,False,"DOSAGE AND ADMINISTRATION Dosage and Administration in Adults: Single Dose Vaginal candidiasis: The recommended dosage of fluconazole tablets for vaginal candidiasis is 150 mg as a single oral dose. Multiple Dose SINCE ORAL ABSORPTION IS RAPID AND ALMOST COMPLETE, THE DAILY DOSE OF FLUCONAZOLE IS TH",NOT_IN_CACHE
04be78fc-f2de-5208-a064-850678165536,DOXYCYCLINE,BAD_LLM_RESPONSE,8086,True,True,False,DOSAGE AND ADMINISTRATION The usual dosage and frequency of administration of doxycycline differs from that of the other tetracyclines. Exceeding the recommended dosage may result in an increased incidence of side effects. Adults The usual dose of oral doxycycline is 200 mg on the first day of treat,NOT_IN_CACHE
04cc03ea-ad12-53d4-8d85-5688c14ecc67,VALPROIC ACID,BAD_LLM_RESPONSE,7740,True,True,False,"2 DOSAGE AND ADMINISTRATION Valproic acid oral solution is intended for oral administration. ( 2.1 ) Simple and Complex Absence Seizures: Start at 10 to 15 mg/kg/day, increasing at 1 week intervals by 5 to 10 mg/kg/week until seizure control or limiting side effects ( 2.1 ) Safety of doses above 60 ",NOT_IN_CACHE
04eb9075-8fcd-5548-8577-fbd47662d85f,ERTAPENEM SODIUM,BAD_LLM_RESPONSE,10428,True,True,False,2 DOSAGE AND ADMINISTRATION Do not mix or co-infuse Ertapenem for injection with other medications. Do not use diluents containing dextrose (α–D–glucose) . ( 2.1 ) Ertapenem for injection should be infused over 30 minutes in both the Treatment and Prophylactic regimens. ( 2.1 ) Dosing considerations,NOT_IN_CACHE
04f567f9-0948-56c1-a16f-89818429fb94,"BETAMETHASONE SODIUM PHOSPHATE AND BETAMETHASONE ACETATE, BUPIVACAINE HYDROCHLORIDE, POVIDINE IODINE",BAD_LLM_RESPONSE,23302,True,True,False,"[""2 DOSAGE AND ADMINISTRATION Not for intrathecal use. ( 2.1 ) Avoid use of solutions containing antimicrobial preservatives (i.e., multiple-dose vials) for epidural or caudal anesthesia. ( 2.1 , 5.4 ) Three mL of Bupivacaine Hydrochloride and Epinephrine Injection without antimicrobial preservative",NOT_IN_CACHE
051f8530-5624-54fc-9f5e-da654b9af9ca,Valacyclovir hydrochloride,BAD_LLM_RESPONSE,8703,True,True,False,2 DOSAGE AND ADMINISTRATION Valacyclovir tablets may be given without regard to meals. Valacyclovir oral suspension (25 mg/mL or 50 mg/mL) may be prepared extemporaneously from 500 mg valacyclovir tablets for use in pediatric patients for whom a solid dosage form is not appropriate [see Dosage and A,NOT_IN_CACHE
055e7299-53b6-5e6b-a22e-9e586c374db0,SOTALOL HYDROCHLORIDE,BAD_LLM_RESPONSE,7161,True,True,False,"2 DOSAGE AND ADMINISTRATION Sotalol hydrochloride tablets: Initial dosage in adults is 80 mg twice daily. Increase the dose as needed in increments of 80 mg/day, every 3 days to a maximum 320 mg total daily dose ( 2.2 ) Pediatrics: Dosage depends on age ( 2.4 ) 2.1 General Safety Measures for Initia",NOT_IN_CACHE
056054cc-ce49-5603-9fa6-9cd638441a24,GABAPENTIN,BAD_LLM_RESPONSE,6282,True,True,False,"2 DOSAGE AND ADMINISTRATION Postherpetic Neuralgia ( 2.1 ) Dose can be titrated up as needed to a dose of 1,800 mg/day Day 1: Single 300 mg dose Day 2: 600 mg/day (i.e., 300 mg two times a day) Day 3: 900 mg/day (i.e., 300 mg three times a day) Epilepsy with Partial Onset Seizures ( 2.2 ) Patients 1",NOT_IN_CACHE
056e7ade-45c0-5d79-928c-202ec2e7471e,PREGABALIN,BAD_LLM_RESPONSE,9254,True,True,False,"2 DOSAGE AND ADMINISTRATION . For adult indications, begin dosing at 150 mg/day. For partial-onset seizure dosing in pediatric patients 1 month of age and older, refer to section 2.4 . ( 2.2 , 2.3 , 2.4 , 2.5 , 2.6 ) Dosing recommendations: INDICATION Dosing Regimen Maximum Dose DPN Pain ( 2.2 ) 3 d",NOT_IN_CACHE
057e24c1-b1d6-56ec-954b-a8fcf0031fcd,PREGABALIN,BAD_LLM_RESPONSE,9518,True,True,False,"2 DOSAGE AND ADMINISTRATION For adult indications, begin dosing at 150 mg/day. For partial-onset seizure dosing in pediatric patients 1 month of age and older, refer to section 2.4. ( 2.2 , 2.3 , 2.4 , 2.5 , 2.6 ) Dosing recommendations: INDICATION Dosing Regimen Maximum Dose DPN Pain ( 2.2 ) 3 divi",NOT_IN_CACHE
0581d16b-639f-5af9-9446-fd6f6b9cf42c,VORICONAZOLE,BAD_LLM_RESPONSE,16845,True,True,False,2 DOSAGE AND ADMINISTRATION Dosage in Adults ( 2.3 ) Infection Loading Dose Maintenance Dose Intravenous infusion Intravenous infusion Oral tablets Oral suspension Invasive Aspergillosis 6 mg/kg every 12 hours for the first 24 hours 4 mg/kg every 12 hours 200 mg every 12 hours 5 mL every 12 hours Ca,NOT_IN_CACHE
05829539-45a2-5345-a8b1-8e1e519a00bf,C 9 H 17 NO 2 and the molecular weight is 171,BAD_LLM_RESPONSE,5912,True,True,False,"2 DOSAGE & ADMINISTRATION · Postherpetic Neuralgia ( 2.1 ) o Dose can be titrated up as needed to a dose of 1800 mg/day o Day 1: Single 300 mg dose o Day 2: 600 mg/day (i.e., 300 mg two times a day) o Day 3: 900 mg/day (i.e., 300 mg three times a day) · Epilepsy with Partial Onset Seizures (2.2) o P",NOT_IN_CACHE
05a8bd0e-9eb9-5f01-8470-d424e60543ee,GABAPENTIN,BAD_LLM_RESPONSE,6258,True,True,False,"2 DOSAGE AND ADMINISTRATION Postherpetic Neuralgia ( 2.1 ) Dose can be titrated up as needed to a dose of 1800 mg/day Day 1: Single 300 mg dose Day 2: 600 mg/day (i.e., 300 mg two times a day) Day 3: 900 mg/day (i.e., 300 mg three times a day) Epilepsy with Partial Onset Seizures ( 2.2 ) Patients 12",NOT_IN_CACHE
05aa7ba3-f3f7-5c6d-aff7-1b4f1f2c8b9c,NIVOLUMAB AND HYALURONIDASE-NVHY,BAD_LLM_RESPONSE,20347,True,True,False,2 DOSAGE AND ADMINISTRATION • OPDIVO QVANTIG has different dosage and administration instructions than intravenous nivolumab products. • OPDIVO QVANTIG is for subcutaneous use only in the abdomen or thigh. • OPDIVO QVANTIG is to be administered by a healthcare professional only. (2.1) OPDIVO QVANTIG,NOT_IN_CACHE
05ca3fd6-9958-529a-9f0d-f83f86afe187,CELECOXIB,BAD_LLM_RESPONSE,4244,True,True,False,"2 DOSAGE AND ADMINISTRATION • Use the lowest effective dosage for shortest duration consistent with individual patient treatment goals ( 2.1 ) • OA: 200 mg once daily or 100 mg twice daily ( 2.2 , 14.1 ) • RA: 100 mg to 200 mg twice daily ( 2.3 , 14.2 ) • JRA: 50 mg twice daily in patients 10 kg to ",NOT_IN_CACHE
05df9018-d655-5706-9f24-e1a608e8647a,SERTRALINE HYDROCHLORIDE,BAD_LLM_RESPONSE,4792,True,True,False,"2 DOSAGE AND ADMINISTRATION Indication Starting Dosage Maximum Dosage MDD (2.1) 50 mg per day 200 mg per day OCD (2.1) 25 mg per day (ages 6-12) 50 mg per day (ages ≥ 13) 200 mg per day PD, PTSD, SAD (2.1) 25 mg per day 200 mg per day PMDD (2.2) continuous dosing 50 mg per day 150 mg per day PMDD (2",NOT_IN_CACHE
0613fd35-3b7c-55cf-84aa-88e009b8332a,gabapentin,BAD_LLM_RESPONSE,10067,True,True,False,"[""2 DOSAGE AND ADMlNlSTRATION Postherpetic Neuralgia (2.1) Dose can be titrated up as needed to a dose of 1800 mg/day Day 1: Single 300 mg dose Day 2: 600 mg/day (i.e., 300 mg two times a day) Day 3: 900 mg/day (i.e., 300 mg three times a day) Epilepsy with Partial Onset Seizures (2.2) Patients 12 y",NOT_IN_CACHE
061a4345-1797-5801-b258-f8dbdc453fb3,VORICONAZOLE,BAD_LLM_RESPONSE,21467,True,True,False,2 DOSAGE AND ADMINISTRATION • Dosage in Adults ( 2.3 ) Infection Loading Dose Maintenance Dose Intravenous infusion Intravenous infusion Oral tablets Oral suspension Invasive Aspergillosis 6 mg/kg every 12 hours for the first 24 hours 4 mg/kg every 12 hours 200 mg every 12 hours 5 mL every 12 hours ,NOT_IN_CACHE
0661efa5-bd95-5fc9-9ac3-39769902a287,PREGABALIN,BAD_LLM_RESPONSE,8440,True,True,False,"2 DOSAGE AND ADMINISTRATION For adult indications, begin dosing at 150 mg/day. (2.2 , 2.3 , 2.4 , 2.5 , 2.6 ) Dosing recommendations: INDICATION Dosing Regimen Maximum Dose DPN Pain (2.2) 3 divided doses per day 300 mg/day within 1 week PHN (2.3) 2 or 3 divided doses per day 300 mg/day within 1 week",NOT_IN_CACHE
067baac7-d507-5d0e-8435-b7a4bb3e07f6,LAMOTRIGINE EXTENDED-RELEASE,BAD_LLM_RESPONSE,18312,True,True,False,"2 DOSAGE AND ADMINISTRATION Lamotrigine Extended-Release Tablets are taken once daily, with or without food. Tablets must be swallowed whole and must not be chewed, crushed, or divided. • Do not exceed the recommended initial dosage and subsequent dose escalation. ( 2.1 ) • Initiation of adjunctive ",NOT_IN_CACHE
0684e479-937e-52a9-882c-7101fd46bac6,VALACYCLOVIR HYDROCHLORIDE,BAD_LLM_RESPONSE,8898,True,True,False,2 DOSAGE AND ADMINISTRATION Valacyclovir tablets may be given without regard to meals. Valacyclovir oral suspension (25 mg/mL or 50 mg/mL) may be prepared extemporaneously from 500 mg valacyclovir tablets for use in pediatric patients for whom a solid dosage form is not appropriate [see Dosage and A,NOT_IN_CACHE
06923aa7-1fdc-5670-97b4-fee1f400705e,TADALAFIL,BAD_LLM_RESPONSE,6051,True,True,False,2 DOSAGE AND ADMINISTRATION Do not split tadalafil tablets; entire dose should be taken. • Tadalafil tablets for use as needed: • ED: Starting dose: 10 mg as needed prior to sexual activity. Increase to 20 mg or decrease to 5 mg based upon efficacy/tolerability. Improves erectile function compared t,NOT_IN_CACHE
06d69dc6-e141-5304-ad65-f34fad99ebfd,VENLAFAXINE HYDROCHLORIDE,BAD_LLM_RESPONSE,7035,True,True,False,2 DOSAGE AND ADMINISTRATION Indication Starting Dose Target Dose Maximum Dose MDD ( 2.2 ) 37.5 to 75 mg/day 75 mg/day 225 mg/day GAD ( 2.3 ) 37.5 to 75 mg/day 75 mg/day 225 mg/day SAD ( 2.4 ) 75 mg/day 75 mg/day 75 mg/day PD ( 2.5 ) 37.5 mg/day 75 mg/day 225 mg/day Take once daily with food. Capsule,NOT_IN_CACHE
070925a4-a525-5454-9628-b937d186deb0,PREGABALIN,BAD_LLM_RESPONSE,9250,True,True,False,"2 DOSAGE AND ADMINISTRATION For adult indications, begin dosing at 150 mg/day. For partial-onset seizure dosing in pediatric patients 1 month of age and older, refer to section 2.4 . ( 2.2 , 2.3 , 2.4 , 2.5 , 2.6 ) Dosing recommendations: INDICATION Dosing Regimen Maximum Dose DPN Pain ( 2.2 ) 3 div",NOT_IN_CACHE
072104c4-35df-5060-a300-9f3d24542fda,SERTRALINE HYDROCHLORIDE,BAD_LLM_RESPONSE,5183,True,True,False,"2 DOSAGE AND ADMINISTRATION ­Indication Starting Dosage Maximum Dosage MDD (2.1) 50 mg per day 200 mg per day OCD (2.1) 25 mg per day (ages 6 to 12) 50 mg per day (ages ≥ 13) 200 mg per day PD, PTSD, SAD (2.1) 25 mg per day 200 mg per day PMDD (2.2) continuous dosing 50 mg per day 150 mg per day PMD",NOT_IN_CACHE
072d8993-7f25-5806-bc92-97ab52bfd58e,CHLORPROMAZINE HYDROCHLORIDE,BAD_LLM_RESPONSE,5612,True,True,False,"DOSAGE AND ADMINISTRATION Adjust dosage to individual and the severity of his condition, recognizing that the milligram for milligram potency relationship among all dosage forms has not been precisely established clinically. It is important to increase dosage until symptoms are controlled. Dosage sh",NOT_IN_CACHE
072fbaa1-46e5-5e1e-b25e-d7a0421d9b5e,PREGABALIN,BAD_LLM_RESPONSE,9005,True,True,False,"2 DOSAGE AND ADMINISTRATION For adult indications, begin dosing at 150 mg/day. For partial-onset seizure dosing in pediatric patients 1 month of age and older, refer to section 2.4. ( 2.2 , 2.3 , 2.4 , 2.5 , 2.6 ) Dosing recommendations: INDICATION Dosing Regimen Maximum Dose DPN Pain ( 2.2 ) 3 divi",NOT_IN_CACHE
0739c1a9-c573-59d2-9e2d-9bf3d6922cf5,LUMACAFTOR AND IVACAFTOR,BAD_LLM_RESPONSE,9619,True,True,False,2 DOSAGE AND ADMINISTRATION Age Group Weight Dose Administration 1 through 2 years 7 kg to < 9 kg 1 packet of lumacaftor 75 mg/ivacaftor 94 mg granules Mixed with one teaspoon (5 mL) of soft food or liquid and administered orally every 12 hours with fat-containing food 9 kg to < 14 kg 1 packet of lu,NOT_IN_CACHE
07407173-22fd-5461-a347-cc55959333d0,LACOSAMIDE,BAD_LLM_RESPONSE,8996,True,True,False,2 DOSAGE AND ADMINISTRATION Adults (17 years and older): Initial dosage for monotherapy for the treatment of partial-onset seizures is 100 mg twice daily ( 2.1 ) Initial dosage for adjunctive therapy for the treatment of partial-onset seizures or primary generalized tonic-clonic seizures is 50 mg tw,NOT_IN_CACHE
07547ac0-b8fd-599c-bc10-9a4a4d5d0fc7,AMOXICILLIN,BAD_LLM_RESPONSE,6162,True,True,False,"2 DOSAGE AND ADMINISTRATION In Adults, 750-1750 mg/day in divided doses every 8 to 12 hours. In Pediatric Patients over 3 Months of Age, 20 to 45 mg/kg/day in divided doses every 8 to 12 hours. Refer to full prescribing information for specific dosing regimens. ( 2.2 , 2.3 ) The upper dose for neona",NOT_IN_CACHE
0756dfe5-0c54-547a-8caa-0489bd8d70d5,SODIUM CHLORIDE,AMBIGUOUS,736,False,True,False,"DOSAGE AND ADMINISTRATION The volume of the preparation to be used for diluting or dissolving any drug for injection, is dependent on the vehicle concentration, dose and route of administration as recommended by the manufacturer. This parenteral should be inspected visually for particulate matter an",NOT_IN_CACHE
